Item ID,Name,Width,Depth,Height,Mass,Priority,Expiry Date,Usage Limit,Preferred Zone
item0372,Hygiene Kit,89,11,53,44,98,N/A,6,European Laboratory
item0373,Experiment Sample,21,76,30,50,16,2025-11-11,85,Docking Area 2
item0374,Oxygen Cylinder,66,26,82,38,3,2025-06-01,78,Cupola
item0375,First Aid Kit,6,5,69,42,80,N/A,18,Docking Area 1
item0376,Food Ration,16,42,52,29,6,N/A,100,Docking Area 4
item0377,Hygiene Kit,9,83,5,10,36,N/A,25,European Laboratory
item0378,Dehydrated Meal Pack,94,90,90,12,80,N/A,37,Crew Quarters
item0379,Experiment Sample,47,39,8,6,35,2025-04-21,7,Airlock
item0380,Tool Kit,67,88,42,99,1,2025-07-21,22,European Laboratory
item0381,Scientific Instrument,77,91,53,17,81,2025-07-02,87,US Laboratory
item0382,Spare Part,8,72,17,96,34,2025-10-12,56,Docking Area 2
item0383,Dehydrated Meal Pack,98,58,31,28,61,N/A,59,Docking Area 2
item0384,Spare Part,61,98,13,80,19,N/A,73,Airlock
item0385,Communication Device,31,44,11,28,78,2025-09-20,24,Docking Area 3
item0386,Communication Device,5,57,35,32,11,2026-03-02,37,Service Module
item0387,Microgravity Experiment Setup,24,79,70,73,95,2026-01-18,16,Airlock
item0388,Microgravity Experiment Setup,74,94,69,29,67,2025-08-13,90,US Laboratory
item0389,Oxygen Cylinder,31,82,62,97,43,2025-05-07,83,Service Module
item0390,Tool Kit,17,60,53,26,18,2026-01-10,64,US Laboratory
item0391,Scientific Instrument,71,67,70,25,38,N/A,97,Storage Area 1
item0392,Oxygen Cylinder,86,23,72,57,35,N/A,73,Russian Laboratory
item0393,First Aid Kit,36,9,86,5,87,2025-04-03,86,Storage Area 3
item0394,Spare Part,68,88,69,39,3,N/A,75,Cupola
item0395,Spare Part,74,42,79,12,66,N/A,6,Japanese Laboratory
item0396,Water Container,40,28,23,63,50,N/A,34,Docking Area 2
item0397,Water Container,40,85,59,98,21,N/A,56,Docking Area 4
item0398,Solar Panel Part,17,85,32,13,8,2025-06-03,85,Cupola
item0399,Microgravity Experiment Setup,60,6,37,8,99,N/A,28,Japanese Laboratory
item0400,Solar Panel Part,54,80,44,64,48,N/A,43,Storage Area 1
item0401,Scientific Instrument,95,60,53,42,3,2025-10-31,84,Airlock
item0402,Battery Pack,32,25,80,99,80,2025-11-12,79,Docking Area 4
item0403,Tool Kit,33,7,79,87,22,N/A,30,Docking Area 3
item0404,Medical Supply Kit,26,100,81,63,100,N/A,76,Docking Area 2
item0405,Tool Kit,57,15,27,70,10,N/A,46,Japanese Laboratory
item0406,Medical Supply Kit,63,39,40,26,36,N/A,13,Service Module
item0407,Oxygen Cylinder,13,23,74,73,86,N/A,64,Storage Area 1
item0408,Spare Part,88,6,22,76,35,2025-09-01,12,Docking Area 3
item0409,Oxygen Cylinder,39,81,29,12,29,2026-03-27,17,Russian Laboratory
item0410,Communication Device,14,98,17,88,12,2025-09-09,98,Storage Area 2
item0411,Battery Pack,90,22,23,22,81,2026-01-25,69,Service Module
item0412,Tool Kit,84,57,72,39,98,2025-11-03,68,Docking Area 4
item0413,Water Container,79,72,96,100,97,2026-03-06,75,Docking Area 3
item0414,Battery Pack,25,99,8,87,90,2025-07-22,28,Cupola
item0415,Water Container,63,52,90,40,13,2025-09-23,19,Storage Area 2
item0416,Solar Panel Part,99,31,29,66,9,2026-01-02,57,Service Module
item0417,Food Ration,28,44,5,50,39,N/A,16,Russian Laboratory
item0418,Hygiene Kit,66,51,15,8,20,2025-04-27,7,Docking Area 3
item0419,Hygiene Kit,54,98,44,1,64,2025-08-11,32,Storage Area 1
item0420,Dehydrated Meal Pack,49,19,47,94,63,2025-09-03,96,Crew Quarters
item0421,Experiment Sample,78,61,20,74,28,2026-01-05,25,Docking Area 4
item0422,Medical Supply Kit,54,100,31,58,30,N/A,53,Docking Area 1
item0423,Tool Kit,62,60,66,78,83,N/A,8,European Laboratory
item0424,Solar Panel Part,85,60,22,95,31,2025-10-06,60,Storage Area 1
item0425,Dehydrated Meal Pack,58,33,76,27,32,N/A,61,Crew Quarters
item0426,Tool Kit,63,63,67,27,87,2025-09-28,55,European Laboratory
item0427,Dehydrated Meal Pack,16,60,37,38,55,N/A,88,Docking Area 2
item0428,Tool Kit,22,55,71,96,95,2025-12-27,42,Russian Laboratory
item0429,Hygiene Kit,59,84,93,92,69,2025-12-02,96,Docking Area 1
item0430,Oxygen Cylinder,12,36,48,84,72,N/A,19,Docking Area 2
item0431,Scientific Instrument,52,76,100,58,24,2025-07-28,96,Storage Area 1
item0432,Oxygen Cylinder,79,12,68,16,98,N/A,86,Cupola
item0433,Experiment Sample,57,59,28,94,30,N/A,56,Storage Area 3
item0434,Dehydrated Meal Pack,82,85,39,44,69,N/A,56,Docking Area 4
item0435,Hygiene Kit,62,33,8,96,68,2025-11-29,76,Russian Laboratory
item0436,Food Ration,33,12,27,23,86,2025-12-13,22,Storage Area 2
item0437,Communication Device,18,89,39,99,100,N/A,8,US Laboratory
item0438,Microgravity Experiment Setup,15,66,35,40,19,N/A,30,Storage Area 3
item0439,Scientific Instrument,56,99,100,86,38,2025-06-28,37,Storage Area 2
item0440,Spare Part,34,21,30,34,54,N/A,57,Storage Area 3
item0441,First Aid Kit,63,10,59,22,80,N/A,43,Docking Area 3
item0442,Microgravity Experiment Setup,6,90,66,81,74,2025-05-09,65,Docking Area 3
item0443,Solar Panel Part,97,71,87,98,68,2026-03-26,59,Docking Area 2
item0444,Spare Part,9,6,20,97,16,N/A,92,Airlock
item0445,Hygiene Kit,33,16,19,3,54,N/A,66,Storage Area 1
item0446,Water Container,81,68,77,67,43,2025-06-07,2,Japanese Laboratory
item0447,Experiment Sample,65,59,14,85,42,N/A,19,Airlock
item0448,Water Container,48,45,37,99,88,2025-10-23,15,Storage Area 2
item0449,Dehydrated Meal Pack,27,90,36,79,18,2025-04-20,78,Docking Area 3
item0450,Solar Panel Part,22,68,35,30,45,N/A,98,Crew Quarters
item0451,Food Ration,60,58,52,58,35,N/A,32,US Laboratory
item0452,Hygiene Kit,49,60,73,82,24,N/A,53,Airlock
item0453,Solar Panel Part,99,37,6,56,7,N/A,30,Docking Area 2
item0454,Scientific Instrument,45,98,32,35,48,2025-04-12,77,Airlock
item0455,Tool Kit,63,40,30,78,23,N/A,81,Docking Area 4
item0456,First Aid Kit,98,10,49,97,85,N/A,39,Docking Area 2
item0457,First Aid Kit,77,23,59,67,7,2025-07-17,100,Service Module
item0458,Food Ration,13,30,81,55,35,2025-12-16,97,Docking Area 4
item0459,Dehydrated Meal Pack,40,32,80,37,53,N/A,87,European Laboratory
item0460,Battery Pack,50,20,73,70,26,2025-11-27,40,Russian Laboratory
item0461,Spare Part,25,39,96,76,36,2025-05-25,69,Docking Area 1
item0462,Microgravity Experiment Setup,31,96,98,24,47,N/A,72,Russian Laboratory
item0463,Food Ration,26,75,34,70,45,2025-09-05,9,Docking Area 2
item0464,Hygiene Kit,100,91,15,86,1,2025-12-25,98,Docking Area 1
item0465,Oxygen Cylinder,40,85,49,19,43,N/A,98,Airlock
item0466,Battery Pack,36,66,80,7,28,2025-06-07,19,Storage Area 2
item0467,Scientific Instrument,13,42,22,91,91,2025-07-31,27,Docking Area 3
item0468,Microgravity Experiment Setup,60,52,12,38,24,N/A,98,Docking Area 1
item0469,Water Container,77,38,100,40,18,2025-10-19,22,Cupola
item0470,Scientific Instrument,79,9,85,14,94,N/A,90,Storage Area 2
item0471,Medical Supply Kit,20,61,64,86,12,N/A,66,Docking Area 3
item0472,Experiment Sample,86,98,63,55,77,N/A,31,Docking Area 3
item0473,Scientific Instrument,50,25,93,25,48,N/A,13,Docking Area 1
item0474,Microgravity Experiment Setup,50,11,80,97,17,N/A,34,Storage Area 1
item0475,Food Ration,69,84,85,20,36,2026-02-05,25,Storage Area 1
item0476,Tool Kit,36,9,16,100,79,N/A,47,Crew Quarters
item0477,Spare Part,89,68,70,24,56,N/A,37,Docking Area 4
item0478,First Aid Kit,52,47,69,90,38,2025-06-04,74,Cupola
item0479,Microgravity Experiment Setup,49,54,81,54,97,2026-03-27,25,Storage Area 1
item0480,Water Container,49,91,8,10,32,N/A,19,Docking Area 4
item0481,First Aid Kit,67,87,72,48,69,N/A,13,Storage Area 3
item0482,Food Ration,30,81,27,4,28,N/A,91,US Laboratory
item0483,Communication Device,25,69,40,40,35,N/A,91,Storage Area 1
item0484,Experiment Sample,23,31,81,79,24,2026-03-28,10,Docking Area 4
item0485,Medical Supply Kit,58,59,54,31,79,2025-09-28,20,US Laboratory
item0486,Food Ration,17,67,70,9,66,2025-08-29,90,Storage Area 3
item0487,Spare Part,48,98,27,43,89,2025-04-14,15,Russian Laboratory
item0488,Oxygen Cylinder,19,54,94,66,59,2026-03-21,42,Crew Quarters
item0489,Food Ration,72,62,20,64,38,2025-05-23,28,Docking Area 4
item0490,Microgravity Experiment Setup,75,49,72,3,63,N/A,21,Crew Quarters
item0491,First Aid Kit,28,82,48,78,75,2025-06-20,47,Crew Quarters
item0492,Tool Kit,49,19,52,46,75,2025-08-02,51,European Laboratory
item0493,Spare Part,6,76,12,46,16,2026-01-05,31,Docking Area 1
item0494,Microgravity Experiment Setup,9,51,93,68,22,2025-07-21,10,Docking Area 1
item0495,First Aid Kit,13,29,57,73,27,2025-11-26,59,Storage Area 2
item0496,Communication Device,17,32,98,26,44,N/A,16,Crew Quarters
item0497,Dehydrated Meal Pack,65,92,71,94,5,2026-03-07,60,US Laboratory
item0498,Battery Pack,9,40,81,81,61,N/A,91,Airlock
item0499,Medical Supply Kit,67,15,88,77,67,N/A,73,Crew Quarters
item0500,Tool Kit,24,26,20,19,58,N/A,41,US Laboratory
item0501,Solar Panel Part,86,45,74,50,54,2025-12-14,55,Storage Area 2
item0502,Solar Panel Part,32,78,18,94,31,N/A,82,Docking Area 3
item0503,Food Ration,18,92,32,55,6,2025-06-07,4,Japanese Laboratory
item0504,Spare Part,96,22,32,21,79,N/A,36,Docking Area 2
item0505,Spare Part,90,94,79,59,98,2025-08-20,7,Docking Area 1
item0506,First Aid Kit,12,74,85,9,87,N/A,84,Storage Area 2
item0507,Microgravity Experiment Setup,21,24,10,57,70,2026-01-08,29,Crew Quarters
item0508,Spare Part,28,89,30,53,12,N/A,23,Cupola
item0509,Oxygen Cylinder,92,19,45,10,87,2025-08-09,50,Storage Area 1
item0510,Water Container,64,32,25,15,91,N/A,93,Russian Laboratory
item0511,Medical Supply Kit,69,53,80,73,10,N/A,41,Crew Quarters
item0512,Communication Device,46,29,30,17,33,N/A,12,Docking Area 4
item0513,Communication Device,49,93,32,31,4,N/A,37,Storage Area 1
item0514,Food Ration,80,70,55,75,27,2026-02-13,44,Storage Area 3
item0515,Dehydrated Meal Pack,46,27,49,3,48,N/A,5,Docking Area 1
item0516,Microgravity Experiment Setup,10,15,97,36,70,N/A,50,Storage Area 2
item0517,Solar Panel Part,91,73,84,22,46,2026-02-13,98,Storage Area 1
item0518,Experiment Sample,24,30,81,8,19,2025-12-17,53,European Laboratory
item0519,Tool Kit,68,87,72,64,13,N/A,37,Crew Quarters
item0520,Scientific Instrument,92,38,78,9,9,N/A,65,Russian Laboratory
item0521,Microgravity Experiment Setup,69,15,79,49,51,N/A,82,Service Module
item0522,Communication Device,67,31,42,66,11,N/A,71,Service Module
item0523,Spare Part,94,96,23,56,31,N/A,63,Service Module
item0524,Food Ration,9,65,50,38,100,2026-02-27,51,Storage Area 3
item0525,Water Container,18,48,100,95,66,2025-09-07,67,Docking Area 4
item0526,Solar Panel Part,70,25,61,35,7,2025-09-10,85,Docking Area 1
item0527,Microgravity Experiment Setup,85,82,71,67,46,2025-06-20,94,Docking Area 3
item0528,Experiment Sample,62,63,38,98,58,N/A,20,Cupola
item0529,Battery Pack,45,63,55,15,41,N/A,6,US Laboratory
item0530,Battery Pack,79,20,96,16,17,2025-11-16,31,Storage Area 3
item0531,First Aid Kit,33,18,57,64,67,N/A,63,Docking Area 4
item0532,Communication Device,50,28,21,23,24,N/A,63,Docking Area 2
item0533,Water Container,50,45,28,47,71,2025-07-05,20,Docking Area 4
item0534,Dehydrated Meal Pack,31,81,45,41,98,2025-09-21,26,Crew Quarters
item0535,Food Ration,21,19,36,10,89,N/A,81,Docking Area 1
item0536,Experiment Sample,25,97,98,85,46,2025-07-08,65,Docking Area 4
item0537,Experiment Sample,53,5,53,50,74,2025-05-22,41,Russian Laboratory
item0538,Experiment Sample,72,38,93,32,73,N/A,40,Russian Laboratory
item0539,Tool Kit,58,49,97,26,76,N/A,2,Cupola
item0540,Medical Supply Kit,21,20,28,46,16,N/A,7,Airlock
item0541,Medical Supply Kit,22,76,41,1,37,2025-07-10,7,Japanese Laboratory
item0542,Dehydrated Meal Pack,95,66,80,62,32,2025-07-16,32,Japanese Laboratory
item0543,Oxygen Cylinder,65,60,100,41,53,2025-08-18,37,Docking Area 2
item0544,Oxygen Cylinder,90,91,97,60,100,2025-05-28,30,Storage Area 3
item0545,Oxygen Cylinder,5,13,100,25,23,2025-11-09,35,Docking Area 1
item0546,Spare Part,39,23,89,48,80,N/A,34,Cupola
item0547,Experiment Sample,19,81,50,74,32,2025-10-26,11,Docking Area 1
item0548,Dehydrated Meal Pack,59,23,46,48,5,2026-03-08,88,Russian Laboratory
item0549,Water Container,32,88,17,85,98,2025-07-02,64,Storage Area 1
item0550,Tool Kit,27,40,66,50,51,N/A,9,Airlock
item0551,Microgravity Experiment Setup,39,94,25,52,14,2025-09-03,3,European Laboratory
item0552,Medical Supply Kit,27,92,81,33,40,N/A,36,Storage Area 3
item0553,Dehydrated Meal Pack,14,9,35,4,48,2025-07-20,70,Docking Area 3
item0554,Spare Part,81,86,87,47,34,2025-06-18,74,Storage Area 3
item0555,Experiment Sample,11,90,33,77,100,2025-12-19,47,Service Module
item0556,Microgravity Experiment Setup,38,49,49,75,12,N/A,56,Crew Quarters
item0557,Spare Part,45,44,75,67,80,2025-09-03,28,Docking Area 4
item0558,Microgravity Experiment Setup,33,97,71,11,10,N/A,86,Docking Area 3
item0559,Medical Supply Kit,9,91,66,31,82,2025-11-10,5,Cupola
item0560,First Aid Kit,10,5,64,99,88,2025-11-17,65,Docking Area 4
item0561,Battery Pack,74,91,63,83,25,2026-03-16,75,Crew Quarters
item0562,Water Container,52,65,60,99,32,2025-05-17,43,US Laboratory
item0563,Experiment Sample,28,71,93,14,5,2025-10-19,21,Cupola
item0564,Medical Supply Kit,27,98,60,98,12,N/A,43,Docking Area 4
item0565,Battery Pack,8,87,58,28,39,N/A,66,Crew Quarters
item0566,Battery Pack,18,49,12,59,39,N/A,46,Storage Area 2
item0567,Medical Supply Kit,72,15,40,47,56,2025-10-11,74,Crew Quarters
item0568,Microgravity Experiment Setup,37,22,45,55,85,2026-01-26,3,Crew Quarters
item0569,Medical Supply Kit,67,85,93,83,16,2025-05-26,23,Crew Quarters
item0570,Hygiene Kit,9,100,79,88,1,2026-01-26,30,US Laboratory
item0571,Microgravity Experiment Setup,26,41,44,96,50,2025-06-30,64,Airlock
item0572,Battery Pack,10,74,92,47,53,2026-02-09,18,Crew Quarters
item0573,Battery Pack,89,9,68,23,35,2025-09-09,78,Russian Laboratory
item0574,Spare Part,40,49,9,12,41,N/A,58,US Laboratory
item0575,Food Ration,36,26,62,93,87,2026-03-13,89,Docking Area 2
item0576,Medical Supply Kit,27,88,29,11,52,N/A,79,Docking Area 3
item0577,Battery Pack,52,18,83,83,24,N/A,48,Docking Area 1
item0578,Tool Kit,9,89,68,48,15,N/A,93,Crew Quarters
item0579,Solar Panel Part,85,17,40,32,22,2025-07-22,94,Japanese Laboratory
item0580,Medical Supply Kit,69,45,49,22,92,N/A,100,Storage Area 1
item0581,Tool Kit,27,94,90,91,95,2025-05-13,16,Storage Area 1
item0582,Battery Pack,27,90,16,55,83,N/A,79,Docking Area 2
item0583,Spare Part,59,44,55,8,92,N/A,25,Docking Area 4
item0584,Tool Kit,23,55,39,25,66,N/A,45,Russian Laboratory
item0585,Oxygen Cylinder,70,19,95,76,2,2026-02-18,36,Storage Area 2
item0586,First Aid Kit,84,86,92,100,52,2026-02-27,83,Service Module
item0587,Solar Panel Part,54,57,6,14,93,2025-10-08,98,Service Module
item0588,Solar Panel Part,13,69,91,10,36,2025-11-23,10,Docking Area 1
item0589,First Aid Kit,53,44,46,7,43,2026-03-09,17,European Laboratory
item0590,Medical Supply Kit,42,23,42,11,0,2025-11-20,23,Docking Area 4
item0591,Experiment Sample,83,10,38,98,26,N/A,83,Cupola
item0592,Water Container,52,47,41,80,61,N/A,78,Storage Area 3
item0593,Oxygen Cylinder,20,11,92,42,77,2025-10-01,85,Japanese Laboratory
item0594,Communication Device,71,87,7,7,84,2025-08-21,76,Crew Quarters
item0595,Tool Kit,31,78,41,98,99,2025-09-04,2,Storage Area 3
item0596,Dehydrated Meal Pack,72,82,13,61,72,2025-05-24,18,Crew Quarters
item0597,Food Ration,30,36,97,76,78,N/A,87,Storage Area 2
item0598,Microgravity Experiment Setup,79,81,15,7,58,2026-01-04,96,Crew Quarters
item0599,Experiment Sample,96,55,100,6,49,N/A,19,Airlock
item0600,First Aid Kit,93,10,60,31,51,2025-04-16,67,Storage Area 1
item0601,Solar Panel Part,52,55,90,78,30,2025-08-04,7,Japanese Laboratory
item0602,Dehydrated Meal Pack,26,42,41,49,54,2025-04-15,42,Airlock
item0603,Medical Supply Kit,46,95,19,77,12,N/A,60,Docking Area 4
item0604,Communication Device,60,84,9,26,39,2026-03-11,98,Docking Area 4
item0605,Medical Supply Kit,61,7,97,57,78,2025-10-05,94,Docking Area 4
item0606,Spare Part,42,48,63,25,1,N/A,66,Docking Area 3
item0607,Battery Pack,88,78,42,39,99,N/A,78,Service Module
item0608,Tool Kit,9,25,98,12,17,2026-01-07,40,European Laboratory
item0609,Communication Device,76,62,40,11,73,2025-09-21,80,Crew Quarters
item0610,Tool Kit,7,19,49,6,92,N/A,52,Docking Area 4
item0611,Tool Kit,83,85,69,81,19,N/A,24,Airlock
item0612,Food Ration,58,73,82,67,31,N/A,49,Docking Area 1
item0613,Tool Kit,29,100,63,66,9,2025-10-25,20,Docking Area 2
item0614,Medical Supply Kit,89,80,62,88,49,2025-08-05,8,Crew Quarters
item0615,Tool Kit,23,82,77,13,59,2025-11-05,15,Russian Laboratory
item0616,Dehydrated Meal Pack,58,11,44,26,88,N/A,16,Docking Area 1
item0617,Water Container,5,80,5,72,8,N/A,18,Docking Area 1
item0618,Medical Supply Kit,32,79,15,99,23,2026-01-24,100,Docking Area 1
item0619,Oxygen Cylinder,11,12,88,21,10,N/A,1,Storage Area 2
item0620,Spare Part,37,65,53,25,42,2026-03-04,50,Service Module
item0621,Scientific Instrument,93,11,65,46,27,N/A,30,Russian Laboratory
item0622,Food Ration,56,40,36,100,95,2025-10-30,51,Docking Area 4
item0623,Dehydrated Meal Pack,40,11,60,61,35,N/A,98,Docking Area 1
item0624,Solar Panel Part,26,44,70,72,83,2025-06-05,64,Airlock
item0625,Scientific Instrument,11,27,6,72,69,N/A,46,Docking Area 4
item0626,Scientific Instrument,35,88,5,90,40,2026-01-07,36,Docking Area 4
item0627,Experiment Sample,40,44,88,94,48,N/A,14,Russian Laboratory
item0628,Experiment Sample,14,87,45,38,26,N/A,73,US Laboratory
item0629,Spare Part,44,74,8,25,27,N/A,21,Storage Area 2
item0630,Oxygen Cylinder,23,60,65,93,84,N/A,21,Storage Area 2
item0631,Food Ration,69,77,19,81,89,2025-09-15,99,Docking Area 3
item0632,Dehydrated Meal Pack,21,44,21,73,40,N/A,95,Crew Quarters
item0633,Medical Supply Kit,39,96,41,14,87,N/A,27,Docking Area 3
item0634,Tool Kit,54,53,49,18,28,2026-01-19,96,US Laboratory
item0635,Communication Device,45,7,47,39,59,2026-03-08,8,Japanese Laboratory
item0636,Water Container,75,80,56,71,25,N/A,73,European Laboratory
item0637,Water Container,99,85,13,77,31,2025-11-01,29,Docking Area 2
item0638,First Aid Kit,29,49,91,17,87,N/A,36,European Laboratory
item0639,Microgravity Experiment Setup,100,23,69,88,3,N/A,73,Docking Area 4
item0640,Oxygen Cylinder,16,81,12,59,89,N/A,49,Russian Laboratory
item0641,Hygiene Kit,26,83,96,89,1,2025-10-16,43,Service Module
item0642,Battery Pack,75,91,33,20,83,2025-05-01,92,Cupola
item0643,Medical Supply Kit,6,61,29,34,77,N/A,98,US Laboratory
item0644,Tool Kit,99,28,14,68,45,N/A,45,US Laboratory
item0645,Microgravity Experiment Setup,95,18,67,61,89,N/A,81,Japanese Laboratory
item0646,Communication Device,84,54,46,75,86,2026-03-22,59,Japanese Laboratory
item0647,Spare Part,26,24,40,83,76,N/A,30,Docking Area 2
item0648,Communication Device,66,40,80,79,27,N/A,13,European Laboratory
item0649,Experiment Sample,20,67,95,18,98,N/A,55,Docking Area 3
item0650,Dehydrated Meal Pack,56,46,97,44,73,2025-06-14,19,Russian Laboratory
item0651,Dehydrated Meal Pack,98,96,49,63,23,N/A,49,Storage Area 3
item0652,Scientific Instrument,72,77,23,5,42,N/A,13,Airlock
item0653,Dehydrated Meal Pack,90,63,53,70,61,N/A,48,Japanese Laboratory
item0654,Food Ration,96,63,5,45,31,N/A,93,Service Module
item0655,Dehydrated Meal Pack,53,69,80,49,21,2025-08-27,42,Service Module
item0656,Scientific Instrument,24,29,61,71,98,N/A,65,Japanese Laboratory
item0657,Dehydrated Meal Pack,66,100,16,35,75,2025-11-16,24,Docking Area 3
item0658,Oxygen Cylinder,78,56,85,19,56,2025-12-18,65,Airlock
item0659,Hygiene Kit,62,24,55,2,14,N/A,64,Storage Area 3
item0660,Hygiene Kit,18,68,30,56,61,N/A,82,European Laboratory
item0661,Water Container,16,31,19,98,4,N/A,15,US Laboratory
item0662,Microgravity Experiment Setup,68,96,11,85,64,N/A,39,Service Module
item0663,Hygiene Kit,50,74,46,17,49,2025-09-03,38,Docking Area 1
item0664,First Aid Kit,6,48,64,11,71,N/A,65,Docking Area 1
item0665,First Aid Kit,59,18,58,3,64,N/A,37,Docking Area 1
item0666,Dehydrated Meal Pack,5,96,11,97,34,2025-05-12,19,Airlock
item0667,Communication Device,55,25,46,83,58,2025-12-06,65,Storage Area 1
item0668,Microgravity Experiment Setup,52,53,86,56,16,2026-02-15,13,US Laboratory
item0669,Food Ration,15,72,69,92,21,N/A,73,Docking Area 4
item0670,Battery Pack,19,47,43,1,57,N/A,68,European Laboratory
item0671,Water Container,96,55,45,73,12,N/A,45,Storage Area 3
item0672,Scientific Instrument,92,91,50,17,47,2026-01-12,90,Docking Area 3
item0673,Experiment Sample,56,38,50,16,85,2026-02-06,30,Docking Area 2
item0674,First Aid Kit,31,40,68,69,39,2026-01-22,7,Russian Laboratory
item0675,Scientific Instrument,36,29,37,13,5,N/A,34,Crew Quarters
item0676,Microgravity Experiment Setup,86,31,48,64,68,2025-05-08,25,Docking Area 2
item0677,Water Container,18,94,94,51,11,N/A,93,European Laboratory
item0678,Experiment Sample,67,13,60,38,9,N/A,91,Docking Area 2
item0679,Dehydrated Meal Pack,26,73,32,56,51,N/A,92,Docking Area 3
item0680,Scientific Instrument,35,6,8,2,27,N/A,83,US Laboratory
item0681,Communication Device,14,86,44,27,52,N/A,33,Storage Area 3
item0682,Spare Part,59,67,85,66,16,2025-05-24,97,Japanese Laboratory
item0683,Battery Pack,74,71,74,35,67,N/A,32,Airlock
item0684,Communication Device,9,25,51,43,93,2026-02-14,32,Cupola
item0685,Battery Pack,28,56,69,58,98,2025-10-05,97,Docking Area 3
item0686,Water Container,28,50,74,98,3,N/A,77,Cupola
item0687,Food Ration,98,81,67,32,52,N/A,54,Storage Area 1
item0688,Hygiene Kit,94,82,44,31,22,N/A,10,Airlock
item0689,Solar Panel Part,14,93,95,63,82,2025-07-07,1,Service Module
item0690,Scientific Instrument,31,6,45,58,8,N/A,75,Storage Area 3
item0691,Oxygen Cylinder,99,89,49,74,4,N/A,59,Airlock
item0692,Experiment Sample,13,100,88,46,0,N/A,58,Airlock
item0693,Medical Supply Kit,32,19,13,18,25,2025-04-09,21,Service Module
item0694,Food Ration,99,83,85,63,77,2025-09-14,5,Service Module
item0695,Scientific Instrument,9,45,6,48,27,2025-10-16,96,Russian Laboratory
item0696,Dehydrated Meal Pack,75,18,34,31,98,N/A,66,Cupola
item0697,Microgravity Experiment Setup,78,62,55,74,54,2025-12-05,49,Japanese Laboratory
item0698,First Aid Kit,61,93,55,20,22,N/A,43,Crew Quarters
item0699,Dehydrated Meal Pack,41,18,80,42,66,N/A,79,US Laboratory
item0700,Food Ration,64,78,31,31,78,N/A,70,Docking Area 4
item0701,Oxygen Cylinder,89,56,40,87,77,2025-12-27,75,Storage Area 1
item0702,Microgravity Experiment Setup,7,19,14,5,11,2025-10-28,28,Storage Area 2
item0703,Spare Part,83,41,80,70,6,2025-12-23,81,Docking Area 1
item0704,Communication Device,88,5,100,98,68,2025-06-24,24,Airlock
item0705,Spare Part,54,52,12,86,15,N/A,28,Docking Area 2
item0706,Water Container,73,54,7,70,67,2025-05-16,60,US Laboratory
item0707,Tool Kit,68,24,22,2,87,N/A,39,Storage Area 2
item0708,Battery Pack,26,28,28,34,64,2025-12-17,44,Storage Area 2
item0709,Hygiene Kit,44,13,15,46,26,N/A,13,US Laboratory
item0710,First Aid Kit,42,42,44,81,42,N/A,7,Crew Quarters
item0711,Experiment Sample,58,60,53,54,91,N/A,22,Japanese Laboratory
item0712,Spare Part,57,7,22,87,8,N/A,35,Storage Area 3
item0713,Oxygen Cylinder,54,25,14,59,18,2025-06-09,15,Crew Quarters
item0714,Tool Kit,93,59,89,27,100,N/A,77,Russian Laboratory
item0715,Water Container,20,90,40,14,68,2025-07-28,68,Storage Area 3
item0716,Oxygen Cylinder,8,41,87,85,50,2025-11-13,17,European Laboratory
item0717,Scientific Instrument,48,62,92,72,15,N/A,42,Service Module
item0718,Food Ration,67,6,46,67,41,N/A,75,European Laboratory
item0719,Experiment Sample,63,97,47,12,85,2025-06-09,3,Docking Area 1
item0720,Spare Part,62,16,31,84,85,2025-09-10,65,European Laboratory
item0721,Spare Part,30,90,10,71,34,2025-12-17,16,Storage Area 1
item0722,Spare Part,7,40,94,55,70,2025-12-18,91,US Laboratory
item0723,Dehydrated Meal Pack,69,24,16,47,100,2025-07-02,32,Storage Area 1
item0724,Medical Supply Kit,75,82,49,35,54,N/A,75,Docking Area 4
item0725,Communication Device,74,37,78,52,91,N/A,87,Airlock
item0726,Medical Supply Kit,71,13,12,57,100,2026-03-13,88,Docking Area 2
item0727,First Aid Kit,37,55,89,48,2,2025-11-21,44,Storage Area 1
item0728,Battery Pack,85,93,98,11,75,N/A,13,Storage Area 1
item0729,Dehydrated Meal Pack,74,92,88,96,12,N/A,94,Docking Area 3
item0730,Microgravity Experiment Setup,19,88,89,70,13,N/A,78,Storage Area 1
item0731,Experiment Sample,9,71,70,38,25,2025-07-11,69,Docking Area 1
item0732,Communication Device,14,16,91,25,19,2025-11-01,3,Service Module
item0733,Food Ration,78,83,91,60,34,N/A,65,Russian Laboratory
item0734,Medical Supply Kit,28,100,89,71,75,N/A,93,Docking Area 4
item0735,First Aid Kit,31,67,5,68,63,N/A,50,Docking Area 4
item0736,First Aid Kit,82,38,59,21,79,2025-12-27,54,Docking Area 2
item0737,Microgravity Experiment Setup,81,67,40,46,65,2025-06-01,90,European Laboratory
item0738,First Aid Kit,45,89,17,52,61,N/A,83,Docking Area 4
item0739,Oxygen Cylinder,23,32,66,68,13,N/A,96,Docking Area 4
item0740,Experiment Sample,52,32,22,72,32,N/A,57,Storage Area 3
item0741,Microgravity Experiment Setup,94,46,73,57,30,2025-10-18,92,Airlock
item0742,Medical Supply Kit,47,35,87,88,55,2025-07-12,9,Storage Area 1
